           4   4.4516489399339161E-017

           0   0.0000000000000000     
           1   0.0000000000000000     
           2   0.0000000000000000     
           3   0.0000000000000000     
           4   0.0000000000000000     

           0   0.0000000000000000     
           1   0.0000000000000000     
           2   0.0000000000000000     
           3   0.0000000000000000     
           4   0.0000000000000000     

           0   9.8525355474384125E-014
           1  -1.4495633150108238E-013
           2   2.2182417780052994E-013
           3  -7.2245617059013922E-014
           4   1.3234117316422911E-013

           0  -9.4849614090907754E-004
           1   2.4215555404185368E-004
           2   1.2001967769314569E-002
           3  -9.7850578062910428E-004
           4  -2.8312721809031012E-003

           0   1.1817575448635370E-013
           1  -1.3146398282431040E-013
           2  -2.1605391925502562E-012
           3  -1.6912029271771927E-013
           4   1.0210714125057460E-013

           0  -1.4013178479260375E-004
           1  -7.9501677617066415E-004
           2  -1.0999618215123280E-002
           3  -1.8726259044104362E-003
           4   1.2767293167917384E-004

           0   0.0000000000000000     
           1   0.0000000000000000     
           2   0.0000000000000000     
           3   0.0000000000000000     
           4   0.0000000000000000     

           0  -7.3940673612490961E-018
           1  -1.8160454104805948E-017
           2  -2.4509685885960720E-017
           3   4.7973634953170225E-018
           4   8.9637607502843498E-020

           0   0.0000000000000000     
           1   0.0000000000000000     
           2   0.0000000000000000     
           3   0.0000000000000000     
           4   0.0000000000000000     

           0   0.0000000000000000     
           1   0.0000000000000000     
           2   0.0000000000000000     
           3   0.0000000000000000     
           4   0.0000000000000000     

           0   1.5501445372947543E-003
           1  -6.1106994382392433E-003
           2   7.5031458238837098E-002
           3  -3.8363760803336875E-003
           4   1.6300258199375174E-003

           0  -1.9566542597721751E-003
           1   8.2716555894676316E-002
           2 -0.43638913374172467     
           3   8.2839224928924371E-002
           4  -3.2489576039716632E-002

           0   0.0000000000000000     
           1   0.0000000000000000     
           2   0.0000000000000000     
           3   0.0000000000000000     
           4   0.0000000000000000     

           0   0.0000000000000000     
           1   0.0000000000000000     
           2   0.0000000000000000     
           3   0.0000000000000000     
           4   0.0000000000000000     

           0   1.2599205096326403E-016
           1   1.2202217202871967E-016
           2   1.1113349202690760E-016
           3   6.7593233666481819E-017
           4   4.4516489399339161E-017

           0   0.0000000000000000     
           1   0.0000000000000000     
           2   0.0000000000000000     
           3   0.0000000000000000     
           4   0.0000000000000000     

           0   0.0000000000000000     
           1   0.0000000000000000     
           2   0.0000000000000000     
           3   0.0000000000000000     
           4   0.0000000000000000     

           0  -6.6701858521922269E-003
           1   3.5436792123752982E-002
           2  0.24854727979054309     
           3   5.3829418993705393E-002
           4  -3.3322349737947505E-003

           0   0.0000000000000000     
           1   0.0000000000000000     
           2   0.0000000000000000     
           3   0.0000000000000000     
           4   0.0000000000000000     

           0  -1.6543745244177038E-017
           1   2.2443920032792046E-016
           2  -1.3942191384977166E-016
           3   2.8345117037084079E-016
           4  -3.8357260262277715E-017

           0   9.8525355474384125E-014
           1  -1.4495633150108238E-013
           2   2.2182417780052994E-013
           3  -7.2245617059013922E-014
           4   1.3234117316422911E-013

           0  -7.8259789585754420E-003
           1  -7.1585000580130800E-002
           2  0.17530115372009095     
           3 -0.11043876992980789     
           4  -1.9999939691048532E-002

           0  -9.4849614090907754E-004
           1   2.4215555404185368E-004
           2   1.2001967769314569E-002
           3  -9.7850578062910428E-004
           4  -2.8312721809031012E-003

           0  -2.9464477191628630E-014
           1   7.8124670740601984E-014
           2  -5.2683947797951188E-014
           3  -9.8079949476743065E-014
           4  -6.8239944658526725E-014

           0   1.1817575448635370E-013
           1  -1.3146398282431040E-013
           2  -2.1605391925502562E-012
           3  -1.6912029271771927E-013
           4   1.0210714125057460E-013

           0   3.1362992065249520E-002
           1   5.6157627303270431E-002
           2  0.56340642285516040     
           3   9.4991871697478428E-002
           4   2.0887756897944764E-002

           0  -1.4013178479260375E-004
           1  -7.9501677617066415E-004
           2  -1.0999618215123280E-002
           3  -1.8726259044104362E-003
           4   1.2767293167917384E-004

           0   4.7539447173661036E-003
           1   9.4547258475122676E-003
           2  -6.7989941359907061E-002
           3   1.8675166374621334E-002
           4   1.4314719593338460E-002

           0   0.0000000000000000     
           1   0.0000000000000000     
           2   0.0000000000000000     
           3   0.0000000000000000     
           4   0.0000000000000000     

           0  -9.7004149982194306E-012
           1   1.3357405629512074E-011
           2   1.1502187403742968E-011
           3   5.5143884168791671E-012
           4  -2.5615312765194395E-011

           0  -7.3940673612490961E-018
           1  -1.8160454104805948E-017
           2  -2.4509685885960720E-017
           3   4.7973634953170225E-018
           4   8.9637607502843498E-020

           0   4.8630564338428912E-013
           1  -1.7670750814682642E-012
           2   5.4868255864094002E-013
           3  -1.9835670629020959E-012
           4   9.6289649806959700E-013

           0   0.0000000000000000     
           1   0.0000000000000000     
           2   0.0000000000000000     
           3   0.0000000000000000     
           4   0.0000000000000000     

           0   3.7231693993254063E-011
           1   2.4897447135141888E-011
           2   3.1906603846679159E-011
           3   7.3672296366395481E-012
           4   1.3377921004207978E-011

           0   0.0000000000000000     
           1   0.0000000000000000     
           2   0.0000000000000000     
           3   0.0000000000000000     
           4   0.0000000000000000     

           0   0.0000000000000000     
           1   0.0000000000000000     
           2   0.0000000000000000     
           3   0.0000000000000000     
           4   0.0000000000000000     

           0   0.0000000000000000     
           1   0.0000000000000000     
           2   0.0000000000000000     
           3   0.0000000000000000     
           4   0.0000000000000000     

           0   4.8630564338428912E-013
           1  -1.7670750814682642E-012
           2   5.4868255864094002E-013
           3  -1.9835670629020959E-012
           4   9.6289649806959700E-013

           0   9.8525355474384125E-014
           1  -1.4495633150108238E-013
           2   2.2182417780052994E-013
           3  -7.2245617059013922E-014
           4   1.3234117316422911E-013

           0   0.0000000000000000     
           1   0.0000000000000000     
           2   0.0000000000000000     
           3   0.0000000000000000     
           4   0.0000000000000000     

           0  -9.7004149982194306E-012
           1   1.3357405629512074E-011
           2   1.1502187403742968E-011
           3   5.5143884168791671E-012
           4  -2.5615312765194395E-011

           0  -9.4849614090907754E-004
           1   2.4215555404185368E-004
           2   1.2001967769314569E-002
           3  -9.7850578062910428E-004
           4  -2.8312721809031012E-003

           0   1.5501445372947543E-003
           1  -6.1106994382392433E-003
           2   7.5031458238837098E-002
           3  -3.8363760803336875E-003
           4   1.6300258199375174E-003

           0  -1.6543745244177038E-017
           1   2.2443920032792046E-016
           2  -1.3942191384977166E-016
           3   2.8345117037084079E-016
           4  -3.8357260262277715E-017

           0   1.1817575448635370E-013
           1  -1.3146398282431040E-013
           2  -2.1605391925502562E-012
           3  -1.6912029271771927E-013
           4   1.0210714125057460E-013

           0   3.1362992065249520E-002
           1   5.6157627303270431E-002
           2  0.56340642285516040     
           3   9.4991871697478428E-002
           4   2.0887756897944764E-002

           0   0.0000000000000000     
           1   0.0000000000000000     
           2   0.0000000000000000     
           3   0.0000000000000000     
           4   0.0000000000000000     

           0  -1.4013178479260375E-004
           1  -7.9501677617066415E-004
           2  -1.0999618215123280E-002
           3  -1.8726259044104362E-003
           4   1.2767293167917384E-004

           0  -6.6701858521922269E-003
           1   3.5436792123752982E-002
           2  0.24854727979054309     
           3   5.3829418993705393E-002
           4  -3.3322349737947505E-003

           0  -2.9464477191628630E-014
           1   7.8124670740601984E-014
           2  -5.2683947797951188E-014
           3  -9.8079949476743065E-014
           4  -6.8239944658526725E-014

           0   0.0000000000000000     
           1   0.0000000000000000     
           2   0.0000000000000000     
           3   0.0000000000000000     
           4   0.0000000000000000     

           0   1.2599205096326403E-016
           1   1.2202217202871967E-016
           2   1.1113349202690760E-016
           3   6.7593233666481819E-017
           4   4.4516489399339161E-017

           0  -1.9566542597721751E-003
           1   8.2716555894676316E-002
           2 -0.43638913374172467     
           3   8.2839224928924371E-002
           4  -3.2489576039716632E-002

           0  -7.3940673612490961E-018
           1  -1.8160454104805948E-017
           2  -2.4509685885960720E-017
           3   4.7973634953170225E-018
           4   8.9637607502843498E-020

           0  -7.8259789585754420E-003
           1  -7.1585000580130800E-002
           2  0.17530115372009095     
           3 -0.11043876992980789     
           4  -1.9999939691048532E-002

           0   0.0000000000000000     
           1   0.0000000000000000     
           2   0.0000000000000000     
           3   0.0000000000000000     
           4   0.0000000000000000     

           0   0.0000000000000000     
           1   0.0000000000000000     
           2   0.0000000000000000     
           3   0.0000000000000000     
           4   0.0000000000000000     

           0   4.7539447173661036E-003
           1   9.4547258475122676E-003
           2  -6.7989941359907061E-002
           3   1.8675166374621334E-002
           4   1.4314719593338460E-002

           0   3.7231693993254063E-011
           1   2.4897447135141888E-011
           2   3.1906603846679159E-011
           3   7.3672296366395481E-012
           4   1.3377921004207978E-011

           0   0.0000000000000000     
           1   0.0000000000000000     
           2   0.0000000000000000     
           3   0.0000000000000000     
           4   0.0000000000000000     

           0  -9.4849614090907754E-004
           1   2.4215555404185368E-004
           2   1.2001967769314569E-002
           3  -9.7850578062910428E-004
           4  -2.8312721809031012E-003

           0   4.7539447173661036E-003
           1   9.4547258475122676E-003
           2  -6.7989941359907061E-002
           3   1.8675166374621334E-002
           4   1.4314719593338460E-002

           0  -7.8259789585754420E-003
           1  -7.1585000580130800E-002
           2  0.17530115372009095     
           3 -0.11043876992980789     
           4  -1.9999939691048532E-002

           0   1.2599205096326403E-016
           1   1.2202217202871967E-016
           2   1.1113349202690760E-016
           3   6.7593233666481819E-017
           4   4.4516489399339161E-017

           0   1.1817575448635370E-013
           1  -1.3146398282431040E-013
           2  -2.1605391925502562E-012
           3  -1.6912029271771927E-013
           4   1.0210714125057460E-013

           0   0.0000000000000000     
           1   0.0000000000000000     
           2   0.0000000000000000     
           3   0.0000000000000000     
           4   0.0000000000000000     

           0  -1.6543745244177038E-017
           1   2.2443920032792046E-016
           2  -1.3942191384977166E-016
           3   2.8345117037084079E-016
           4  -3.8357260262277715E-017

           0   4.8630564338428912E-013
           1  -1.7670750814682642E-012
           2   5.4868255864094002E-013
           3  -1.9835670629020959E-012
           4   9.6289649806959700E-013

           0  -1.4013178479260375E-004
           1  -7.9501677617066415E-004
           2  -1.0999618215123280E-002
           3  -1.8726259044104362E-003
           4   1.2767293167917384E-004

           0   0.0000000000000000     
           1   0.0000000000000000     
           2   0.0000000000000000     
           3   0.0000000000000000     
           4   0.0000000000000000     

           0  -1.9566542597721751E-003
           1   8.2716555894676316E-002
           2 -0.43638913374172467     
           3   8.2839224928924371E-002
           4  -3.2489576039716632E-002

           0   3.7231693993254063E-011
           1   2.4897447135141888E-011
           2   3.1906603846679159E-011
           3   7.3672296366395481E-012
           4   1.3377921004207978E-011

           0   0.0000000000000000     
           1   0.0000000000000000     
           2   0.0000000000000000     
           3   0.0000000000000000     
           4   0.0000000000000000     

           0  -6.6701858521922269E-003
           1   3.5436792123752982E-002
           2  0.24854727979054309     
           3   5.3829418993705393E-002
           4  -3.3322349737947505E-003

           0   0.0000000000000000     
           1   0.0000000000000000     
           2   0.0000000000000000     
           3   0.0000000000000000     
           4   0.0000000000000000     

           0   1.5501445372947543E-003
           1  -6.1106994382392433E-003
           2   7.5031458238837098E-002
           3  -3.8363760803336875E-003
           4   1.6300258199375174E-003

           0  -7.3940673612490961E-018
           1  -1.8160454104805948E-017
           2  -2.4509685885960720E-017
           3   4.7973634953170225E-018
           4   8.9637607502843498E-020

           0  -2.9464477191628630E-014
           1   7.8124670740601984E-014
           2  -5.2683947797951188E-014
           3  -9.8079949476743065E-014
           4  -6.8239944658526725E-014

           0  -9.7004149982194306E-012
           1   1.3357405629512074E-011
           2   1.1502187403742968E-011
           3   5.5143884168791671E-012
           4  -2.5615312765194395E-011

           0   9.8525355474384125E-014
           1  -1.4495633150108238E-013
           2   2.2182417780052994E-013
           3  -7.2245617059013922E-014
           4   1.3234117316422911E-013

           0   0.0000000000000000     
           1   0.0000000000000000     
           2   0.0000000000000000     
           3   0.0000000000000000     
           4   0.0000000000000000     

           0   0.0000000000000000     
           1   0.0000000000000000     
           2   0.0000000000000000     
           3   0.0000000000000000     
           4   0.0000000000000000     

           0   0.0000000000000000     
           1   0.0000000000000000     
           2   0.0000000000000000     
           3   0.0000000000000000     
           4   0.0000000000000000     

           0   3.1362992065249520E-002
           1   5.6157627303270431E-002
           2  0.56340642285516040     
           3   9.4991871697478428E-002
           4   2.0887756897944764E-002

           0   0.0000000000000000     
           1   0.0000000000000000     
           2   0.0000000000000000     
           3   0.0000000000000000     
           4   0.0000000000000000     

           0   1.5501445372947543E-003
           1  -6.1106994382392433E-003
           2   7.5031458238837098E-002
           3  -3.8363760803336875E-003
           4   1.6300258199375174E-003

           0  -1.9566542597721751E-003
           1   8.2716555894676316E-002
           2 -0.43638913374172467     
           3   8.2839224928924371E-002
           4  -3.2489576039716632E-002

           0   0.0000000000000000     
           1   0.0000000000000000     
           2   0.0000000000000000     
           3   0.0000000000000000     
           4   0.0000000000000000     

           0   4.7539447173661036E-003
           1   9.4547258475122676E-003
           2  -6.7989941359907061E-002
           3   1.8675166374621334E-002
           4   1.4314719593338460E-002

           0  -1.4013178479260375E-004
           1  -7.9501677617066415E-004
           2  -1.0999618215123280E-002
           3  -1.8726259044104362E-003
           4   1.2767293167917384E-004

           0   0.0000000000000000     
           1   0.0000000000000000     
           2   0.0000000000000000     
           3   0.0000000000000000     
           4   0.0000000000000000     

           0  -1.6543745244177038E-017
           1   2.2443920032792046E-016
           2  -1.3942191384977166E-016
           3   2.8345117037084079E-016
           4  -3.8357260262277715E-017

           0   0.0000000000000000     
           1   0.0000000000000000     
           2   0.0000000000000000     
           3   0.0000000000000000     
           4   0.0000000000000000     

           0  -9.7004149982194306E-012
           1   1.3357405629512074E-011
           2   1.1502187403742968E-011
           3   5.5143884168791671E-012
           4  -2.5615312765194395E-011

           0   0.0000000000000000     
           1   0.0000000000000000     
           2   0.0000000000000000     
           3   0.0000000000000000     
           4   0.0000000000000000     

           0  -7.8259789585754420E-003
           1  -7.1585000580130800E-002
           2  0.17530115372009095     
           3 -0.11043876992980789     
           4  -1.9999939691048532E-002

           0   9.8525355474384125E-014
           1  -1.4495633150108238E-013
           2   2.2182417780052994E-013
           3  -7.2245617059013922E-014
           4   1.3234117316422911E-013

           0   3.7231693993254063E-011
           1   2.4897447135141888E-011
           2   3.1906603846679159E-011
           3   7.3672296366395481E-012
           4   1.3377921004207978E-011

           0   4.8630564338428912E-013
           1  -1.7670750814682642E-012
           2   5.4868255864094002E-013
           3  -1.9835670629020959E-012
           4   9.6289649806959700E-013

           0  -7.3940673612490961E-018
           1  -1.8160454104805948E-017
           2  -2.4509685885960720E-017
           3   4.7973634953170225E-018
           4   8.9637607502843498E-020

           0   1.2599205096326403E-016
           1   1.2202217202871967E-016
           2   1.1113349202690760E-016
           3   6.7593233666481819E-017
           4   4.4516489399339161E-017

           0   0.0000000000000000     
           1   0.0000000000000000     
           2   0.0000000000000000     
           3   0.0000000000000000     
           4   0.0000000000000000     

           0  -9.4849614090907754E-004
           1   2.4215555404185368E-004
           2   1.2001967769314569E-002
           3  -9.7850578062910428E-004
           4  -2.8312721809031012E-003

           0  -2.9464477191628630E-014
           1   7.8124670740601984E-014
           2  -5.2683947797951188E-014
           3  -9.8079949476743065E-014
           4  -6.8239944658526725E-014

           0   0.0000000000000000     
           1   0.0000000000000000     
           2   0.0000000000000000     
           3   0.0000000000000000     
           4   0.0000000000000000     

           0   3.1362992065249520E-002
           1   5.6157627303270431E-002
           2  0.56340642285516040     
           3   9.4991871697478428E-002
           4   2.0887756897944764E-002

           0  -6.6701858521922269E-003
           1   3.5436792123752982E-002
           2  0.24854727979054309     
           3   5.3829418993705393E-002
           4  -3.3322349737947505E-003

           0   0.0000000000000000     
           1   0.0000000000000000     
           2   0.0000000000000000     
           3   0.0000000000000000     
           4   0.0000000000000000     

           0   1.1817575448635370E-013
           1  -1.3146398282431040E-013
           2  -2.1605391925502562E-012
           3  -1.6912029271771927E-013
           4   1.0210714125057460E-013

           0   0.0000000000000000     
           1   0.0000000000000000     
           2   0.0000000000000000     
           3   0.0000000000000000     
           4   0.0000000000000000     

